,Movie name,IMDB Rating,Description,Votes,Metascore,Total Duration (in Minutes)
7707,The Dark End of the Street,4.3,"Residents of a suburban community enjoy a night at home with their friends and family, while an ominous threat looms just outside their doors.",190.0,,69.0
7708,The Ranch,7.5,"Jerry warns Colt that Lisa Neumann has a good case against him. And when Luke bails on work, Colt has to miss Peyton's baptism.",190.0,,
7709,Thunderbolt in Mine Eye,5.4,"Harper enters high school and sparks a relationship with her brother's best friend, Tilly. While Harper deals with social blowback, the older Tilly is congratulated, setting up a very ...                See full summary »",190.0,,81.0
7710,The Eddy,7.8,"After a strained funeral, the band surprises Amira with a very different kind of celebration. Elliot encounters the man who beat him up at the club.",190.0,,56.0
7711,"Delo raskryto. Ya znayu vseh, kto pytalsya menya ubit",9.1,Investigation into the attempted murder of Russian opposition leader Alexei Navalny,190.0,,52.0
7712,IMDb Originals,9.2,IMDb presents a tribute to those entertainers and public figures who passed away in 2020.,190.0,,3.0
7713,Texas 6,7.5,"""Texas 6"" follows the Greyhounds, a high school six-man football team under the direction of Coach Dewaine Lee as they attempt a three-peat for the 6-Man Football State Championship. While ...                See full summary »",190.0,,
7714,Cheer Camp Killer,5.0,"Hoping to win a coveted ""camp champ"" college scholarship after her mother's death, high school senior Sophia signs up for a summer of cheer and competition, only to find that her spoiled new rival is as dangerous as she is spiteful.",190.0,,87.0
7715,The Protector,6.7,"Amid a search for the potion in the past, Hakan overhears details of a fatal plot against Vizier. The Oracle reveals to Zeynep a cryptic prophecy.",190.0,,
7716,Beauty Boys,6.5,"In a small village, Leo, 17 years-old, has a strong taste for make-up. His big brother, Jules, who fears to be laughed at, stands against this passion. On the night of the open stage, Leo shows up in full drag.",190.0,,17.0
7717,Women of Troy,7.1,Women of Troy is an HBO Sports documentary exploring the transcendent career of the Cheryl Miller-led USC Trojans and their impact on women's basketball.,190.0,,59.0
7718,Sword Art Online,8.1,"The ice sniper from Gun Gale Online, Sinon, successfully logon into Underworld using a super account Solus, the goddess of the sun, to help Asuna and Kirito inside the Underworld against tons of Crimson Army and The Dark Knight.",190.0,,
7719,Miracle on Christmas,6.0,The holiday spirit seems distant for the Boyce family until an unexpected visitor and miracle change everything on Christmas Day.,190.0,,87.0
7720,A Million Little Things,8.9,"As Eddie and Katherine prepare to renew their vows, Eve goes into labor and everyone rushes to the hospital; Maggie shares some shocking news with Gary; Eddie learns more about his involvement in the mysterious lake accident.",190.0,,42.0
7721,All Inclusive,5.9,Two families go on an exciting summer trip from Sofia to the Black Sea coast.,190.0,,
7722,Top Gear,6.0,"Paddy, Freddie and Chris head on a British summer holiday in super-cheap second-hand convertibles. Chris tests the new Ariel Atom on track, and Freddie attempts to bungee-jump an old Rover off a dam.",190.0,,62.0
7723,Juzni vetar,6.1,"After successfully handing over the stolen car to his owner for a ransom,, Maras sees on the street the latest Mercedes model and decides to steal it, unaware that he belongs to drug mafia and is full of drugs, a car expected by Golub.",190.0,,
7724,The Goldbergs,7.1,"Erica, Barry, Geoff and the gang go on a spring break trip and things don't go as expected; Adam questions if college is for him when his test scores are not as good as he was hoping for.",190.0,,
7725,The Goldbergs,7.2,"A big party is being thrown at Dave Kim's house and Pops has a plan to make Adam cool for the big event; Beverly's cookbook has made her ""famous,"" leading her to become out of control and fame hungry.",190.0,,21.0
7726,The Goop Lab,3.5,"Can a shock to the system relieve stress? Chill staffers learn ""Iceman"" Wim Hof's breathing techniques, do ""snowga"" and leap into a freezing Lake Tahoe.",190.0,,35.0
7727,Survivor,8.8,Things get tense for the remaining castaways during a chaotic tribal council; a kind gesture could paint a target on someone's back; one person will be the last one standing in a taxing immunity challenge.,190.0,,43.0
7728,Alef,7.5,Kemal identifies the next victim's identity and takes what she learned to an old crime scene.,190.0,,
7729,The Outpost,7.9,"With the Outpost taken over by hostile black-bloods, Talon must band with her allies to fight back.",189.0,,42.0
7730,Norsemen,7.4,Jarl Varg enlists the help of Norheim and a dragon in the fight against Jarl Bjorn. Meanwhile Liv gets some much needed reassurance in her marriage.,190.0,,
7731,Wentworth,8.6,"Rita makes the ultimate sacrifice for Ruby, while Will clashes with Ann over day-to-day management of the prison, as Ferguson returns to Wentworth much to the dismay of inmates and staff.",190.0,,49.0
7732,The Donkey King,5.3,"When the ruler of Azad City suddenly renounces the throne, a down-on-his-luck donkey wins the nation's first election, and is crowned The Donkey King.",190.0,,98.0
7733,Tommy,7.7,"Tommy works to keep her officers in line when one of their own turns up dead; Mayor Buddy Gray and Deputy Mayor Doug Dudik are concerned about what damaging information Arturo Lopez, a ...                See full summary »",190.0,,43.0
7734,The Baby-Sitters Club,7.8,Stacey tries to manage her diabetes and worries about what people will think when they find out she has it.,189.0,,26.0
7735,Taking Your Daughter,5.2,A single mother races against time to save her epileptic teenage daughter from sex traffickers.,189.0,,90.0
7736,The Never List,5.0,"After the sudden death of her best friend, a straight-A, obedient teen sets out to fulfill their secret list of outrageous acts they said they'd never do.",189.0,,102.0
7737,One of These Days,5.9,"In a small town in Texas, an annual endurance contest (Hands On) to win a pickup truck promises thrilling entertainment to spectators and the chance of a lifetime to participants, but ends in real tragedy.",189.0,,119.0
7738,Beaus of Holly,6.0,"A woman proposes to her boyfriend who says he has to work things out with an ex before he can answer, leaving her to take a romantic sleigh ride alone with a sympathetic driver.",189.0,,88.0
7739,Seutateueob,6.3,"Jung Sa Ha and Lee Chul San begin dating in secret. A boozy, heartfelt conversation with Do San helps Ji Pyung make a decision about Dal Mi.",189.0,,77.0
7740,The Boulet Brothers' Dragula: Resurrection,7.3,Follows competitors from all three seasons of the show returning to compete against one another.,189.0,,124.0
7741,The Wrong Cheerleader Coach,4.3,"When Jon and his daughter Hanna move from Chicago to California to start a new life after the passing of Hanna's mom, they are delighted when the head cheerleader coach, Ms. Burke, invites ...                See full summary »",189.0,,86.0
7742,Bay Yanlis,8.0,"Ezgi was very touched by Özgür's surprise. All the resentment towards Özgür passes. In this process, both understood better how much they value each other. They open a new page in their ...                See full summary »",189.0,,
7743,IMDbrief,8.1,"On this IMDbrief, we break down everything you need to know about director Zack Snyder's new version of 'Justice League' (2021).",189.0,,4.0
7744,Fruits Basket,9.4,What's better than winding down the summer with some fireworks? Tohru and the Somas plan to do just that as their trip comes to a close.,189.0,,24.0
7745,Machine Gun Kelly: Bloody Valentine,7.2,"Official music video for ""Bloody Valentine"" by Machine Gun Kelly. Starring Megan Fox.",189.0,,3.0
7746,Trial by Media,7.2,"Charged with fraud and money laundering, HealthSouth CEO Richard Scrushy mounts an outlandish defense and resorts to co-hosting a religious talk show.",189.0,,
7747,Das Boot,7.9,Wrangel and von Reinhartz have a dramatic battle on the Atlantic. Margot is horrified by a betrayal. The seriously injured Hoffmann asks Cassandra to leave the city with him.,189.0,,55.0
7748,Jeeudo,9.4,"""A TALE OF LOVE, MYTH, AND FATE"" ""JEEUDO"" (meaning ""Alive""), it's a tale of Love, Myth, and Fate. At its core, is an innocent story of love, friendship, and sacrifice of the three ...                See full summary »",189.0,,150.0
7749,The Goldbergs,7.1,"Adam is torn between following Beverly's rules when it comes to off-campus lunch or going to the food court with his friends; after using Barry's college ID to get food at the dorm, Geoff becomes the ""student"" Barry wishes he could be.",189.0,,21.0
7750,Father Brown,7.6,Mrs McCarthy strikes it lucky at the church bingo with the help of a Romani fortune teller.,189.0,,45.0
7751,America's Forgotten,6.5,"Film reveals the staggering human and material cost of illegal immigration to the U.S.A. Documentary is a raw depiction of death, torture and hardship suffered by Americans and foreigners due to illegal immigration.",189.0,,85.0
7752,Antidisturbios,8.2,"Internal affairs is investigating the riot squad. As a result of new evidence, everything is complicated.",189.0,,54.0
7753,Killer Ransom,4.4,"Brooke is starting over in a new town with her mom and wealthy stepdad when she befriends a new guy she meets at school, which leads to her being abducted from her own home.",189.0,,87.0
7754,Barkskins,7.5,"Immigrant indentured servants Sel and Duquet, known as ""barkskins,"" Duquet and Sel arrive in New France as along with French women ready to be married off to strangers.",188.0,,51.0
7755,Awkwafina Is Nora from Queens,6.5,"After Nora suffers a vaginal injury, she's tapped by a DJ to record her chronic queefing for his new track.",188.0,,21.0
7756,Lovecut,5.2,"Through different intersecting stories, LOVECUT tells about three teenage couples and their conflicts with identity, love and sexuality in our digital, rapid changing society that offers ...                See full summary »",188.0,,94.0
7757,Sin Origen,4.3,A former drug runner battles supernatural assassins after taking a sick girl under his protection.,188.0,,94.0
7758,Hawk and Rev: Vampire Slayers,4.0,"Philip ""HAWK"" Hawkins doesn't just dream about killing vampires - He eats, sleeps, drinks and freakin' breaths it. After getting kicked out the Army for staking a fellow soldier with a ...                See full summary »",188.0,,85.0
